Date : 2023-05-14 13:51:06
Directory : d:\django projects\Full project code\adnan-game-animal
Total : 216 files,  12971 codes, 1205 comments, 3270 blanks, all 17446 lines

Languages
+------------------+------------+------------+------------+------------+------------+
| language         | files      | code       | comment    | blank      | total      |
| d:\django projects\Full project code\adnan-game-animal\templates\last_quiz_preview.html                                               | HTML             |        251 |          1 |         47 |        299 |
| d:\django projects\Full project code\adnan-game-animal\templates\login.html                                                           | HTML             |        177 |         85 |         18 |        280 |
| d:\django projects\Full project code\adnan-game-animal\templates\myaccount.html                                                       | HTML             |         13 |         74 |          4 |         91 |
| d:\django projects\Full project code\adnan-game-animal\templates\myactivity.html                                                      | HTML             |        269 |          3 |         81 |        353 |
| d:\django projects\Full project code\adnan-game-animal\templates\mygames.html                                                         | HTML             |         38 |          0 |         16 |         54 |
| d:\django projects\Full project code\adnan-game-animal\templates\password_enter.html                                                  | HTML             |         18 |          3 |          5 |         26 |
| d:\django projects\Full project code\adnan-game-animal\templates\played.html                                                          | HTML             |         10 |          0 |          5 |         15 |
| d:\django projects\Full project code\adnan-game-animal\templates\playedas.html                                                        | HTML             |         32 |          0 |          8 |         40 |
| d:\django projects\Full project code\adnan-game-animal\templates\qrcodes.html                                                         | HTML             |         18 |          0 |          3 |         21 |
| d:\django projects\Full project code\adnan-game-animal\templates\quiz.html                                                            | HTML             |        262 |          0 |         61 |        323 |
| d:\django projects\Full project code\adnan-game-animal\templates\quiz_data.html                                                       | HTML             |        121 |          4 |         30 |        155 |
| d:\django projects\Full project code\adnan-game-animal\templates\quizlist.html                                                        | HTML             |         81 |          1 |         22 |        104 |
| d:\django projects\Full project code\adnan-game-animal\templates\room.html                                                            | HTML             |        108 |          0 |         28 |        136 |
| d:\django projects\Full project code\adnan-game-animal\templates\roomAdmin.html                                                       | HTML             |         99 |          0 |         18 |        117 |
| d:\django projects\Full project code\adnan-game-animal\templates\signup.html                                                          | HTML             |         88 |          4 |         20 |        112 |
| d:\django projects\Full project code\adnan-game-animal\templates\startquiz.html                                                       | HTML             |        344 |          0 |         92 |        436 |
| d:\django projects\Full project code\adnan-game-animal\templates\startquiz_qr.html                                                    | HTML             |        849 |          3 |        226 |      1,078 |
| d:\django projects\Full project code\adnan-game-animal\templates\startroom.html                                                       | HTML             |        950 |          0 |        279 |      1,229 |
| d:\django projects\Full project code\adnan-game-animal\templates\type.html                                                            | HTML             |         74 |          0 |         23 |         97 |
| d:\django projects\Full project code\adnan-game-animal\templates\view_questions.html                                                  | HTML             |        269 |          0 |         61 |        330 |
| d:\django projects\Full project code\adnan-game-animal\templates\waiting.html                                                         | HTML             |        102 |          0 |         22 |        124 |
| d:\django projects\Full project code\adnan-game-animal\templates\waitingquiz.html                                                     | HTML             |        104 |          0 |         25 |        129 |
| Total                                                                                                                                 |                  |     12,971 |      1,205 |      3,270 |     17,446 |
+---------------------------------------------------------------------------------------------------------------------------------------+------------------+------------+------------+------------+------------+
